"Номер","Дата измерения","TypeOfSample","Matrix","MatrixDescription","AnalysisProgram","AnalysisProgramDescription","AnalysisMode","TaskNumber","TaskName","MaterialName","ID1","ID2","ID3","ID4","ID5","ID6","Comment","Average"
"94266","11 янв. 2018 г., 15:33","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-4","5ХНМ","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94267","11 янв. 2018 г., 15:35","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94268","11 янв. 2018 г., 15:38","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94269","11 янв. 2018 г., 15:41","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-98-К","38Х2МЮА","УС.КОНУС","ЦЭМ  ПРОВЕРКА","Буканова Т.М.","--","--","Z"
"94270","11 янв. 2018 г., 15:53","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-5","5ХНМ","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94271","11 янв. 2018 г., 15:58","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-100-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94272","11 янв. 2018 г., 16:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-100-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94273","11 янв. 2018 г., 17:24","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-99-К","5ХНМ","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94274","11 янв. 2018 г., 17:44","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94275","11 янв. 2018 г., 18:10","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94276","11 янв. 2018 г., 18:36","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94277","11 янв. 2018 г., 19:13","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94278","11 янв. 2018 г., 19:31","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94279","11 янв. 2018 г., 19:39","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94280","11 янв. 2018 г., 19:58","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94281","11 янв. 2018 г., 20:05","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-101-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Храмова Г.В.","--","--","Z"
"94282","11 янв. 2018 г., 20:20","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94283","11 янв. 2018 г., 20:50","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94284","11 янв. 2018 г., 21:11","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94285","11 янв. 2018 г., 21:25","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94286","11 янв. 2018 г., 21:42","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94287","11 янв. 2018 г., 21:46","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-102-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94288","11 янв. 2018 г., 22:06","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94289","11 янв. 2018 г., 22:29","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94290","11 янв. 2018 г., 23:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94291","11 янв. 2018 г., 23:23","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94292","11 янв. 2018 г., 23:27","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94293","11 янв. 2018 г., 23:48","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94294","11 янв. 2018 г., 23:50","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-103-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94295","12 янв. 2018 г., 0:13","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-3","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94296","12 янв. 2018 г., 0:45","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94297","12 янв. 2018 г., 1:07","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94298","12 янв. 2018 г., 1:21","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94299","12 янв. 2018 г., 1:37","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94300","12 янв. 2018 г., 1:51","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94301","12 янв. 2018 г., 1:57","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94302","12 янв. 2018 г., 2:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-104-К","38Х2МЮА","УС.КОНУС","ЦЭМ   ПРОВЕРКА","Киселёва Л.Е.","--","--","Z"
"94303","12 янв. 2018 г., 2:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94304","12 янв. 2018 г., 2:38","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94305","12 янв. 2018 г., 2:59","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94306","12 янв. 2018 г., 3:21","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94307","12 янв. 2018 г., 3:43","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94308","12 янв. 2018 г., 4:18","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94309","12 янв. 2018 г., 4:46","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94310","12 янв. 2018 г., 5:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94311","12 янв. 2018 г., 5:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94312","12 янв. 2018 г., 5:14","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-6","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94313","12 янв. 2018 г., 5:35","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94314","12 янв. 2018 г., 5:41","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-105-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94315","12 янв. 2018 г., 5:43","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-106-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94316","12 янв. 2018 г., 6:08","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94317","12 янв. 2018 г., 6:46","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94318","12 янв. 2018 г., 7:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94319","12 янв. 2018 г., 7:13","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94320","12 янв. 2018 г., 7:36","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-6","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94321","12 янв. 2018 г., 8:00","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-107-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94322","12 янв. 2018 г., 8:03","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94323","12 янв. 2018 г., 8:26","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94324","12 янв. 2018 г., 9:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94325","12 янв. 2018 г., 9:42","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Киселёва Л.Е.","--","--","Z"
"94326","12 янв. 2018 г., 9:57","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94327","12 янв. 2018 г., 10:09","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94328","12 янв. 2018 г., 10:22","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-6","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94329","12 янв. 2018 г., 10:29","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94330","12 янв. 2018 г., 11:00","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94331","12 янв. 2018 г., 11:02","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94332","12 янв. 2018 г., 11:06","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94333","12 янв. 2018 г., 11:22","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94334","12 янв. 2018 г., 11:23","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94335","12 янв. 2018 г., 11:34","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94336","12 янв. 2018 г., 11:36","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-108-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Лунькова О.В.","--","--","Z"
"94337","12 янв. 2018 г., 11:48","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94338","12 янв. 2018 г., 12:15","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94340","12 янв. 2018 г., 12:21","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","РГ27 А","--","--","--","--","--","--","Z"
"94341","12 янв. 2018 г., 12:23","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-109-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Лунькова О.В.","--","--","Z"
"94342","12 янв. 2018 г., 12:28","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94343","12 янв. 2018 г., 12:31","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-1","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94344","12 янв. 2018 г., 12:51","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-2","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94345","12 янв. 2018 г., 13:13","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-6","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94346","12 янв. 2018 г., 13:35","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-7","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94347","12 янв. 2018 г., 13:56","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-3","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94348","12 янв. 2018 г., 14:22","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-4","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94349","12 янв. 2018 г., 14:46","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-5","38Х2МЮА","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94350","12 янв. 2018 г., 16:19","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-110-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Лунькова О.В.","--","--","Z"
"94351","12 янв. 2018 г., 16:21","P","FE","--","FE 1","Steel, low/ mid alloyed","2","001","Routine Analysis","--","6-18-1-111-К","38Х2МЮА","УС.КОНУС","ЦЭМ","Лунькова О.В.","--","--","Z"
"94352","12 янв. 2018 г., 19:23","T","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","110","Типовая рекалиб. проба","--","1819","--","--","--","--","--","--","Z"
"94353","12 янв. 2018 г., 19:25","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-1","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94354","12 янв. 2018 г., 19:54","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-2","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94355","12 янв. 2018 г., 20:50","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-3","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94356","12 янв. 2018 г., 21:28","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-4","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Лунькова О.В.","--","--","Z"
"94357","12 янв. 2018 г., 22:14","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-4","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94358","12 янв. 2018 г., 22:16","T","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","110","Типовая рекалиб. проба","--","1819","--","--","--","--","--","--","Z"
"94359","12 янв. 2018 г., 22:46","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-5","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94360","12 янв. 2018 г., 23:02","T","FE","--","FE 1","Steel, low/ mid alloyed","2","110","Типовая рекалиб. проба","--","УГ88","--","--","--","--","--","--","Z"
"94361","12 янв. 2018 г., 23:20","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-6","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Храмова Г.В.","--","--","Z"
"94362","12 янв. 2018 г., 23:38","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-7","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94363","13 янв. 2018 г., 0:33","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-115-К","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94364","13 янв. 2018 г., 4:04","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-1","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94365","13 янв. 2018 г., 4:34","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-2","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Буканова Т.М.","--","--","Z"
"94366","13 янв. 2018 г., 5:13","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-3","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94367","13 янв. 2018 г., 5:36","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-4","80Г20Ф2Ю","ТАБЛЕТКА","ЦЭМ","Храмова Г.В.","--","--","Z"
"94368","13 янв. 2018 г., 6:02","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-5","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94369","13 янв. 2018 г., 6:33","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-6","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Кузьмина С.Н.","--","--","Z"
"94370","13 янв. 2018 г., 7:16","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-7","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94371","13 янв. 2018 г., 7:48","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-8","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94372","13 янв. 2018 г., 8:19","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-9","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Храмова Г.В.","--","--","Z"
"94373","13 янв. 2018 г., 9:12","P","FE","--","FE2-1 Cr Steel","RUSPOLYMET","2","001","Routine Analysis","--","6-18-1-118-К","80Г20Ф2Ю","УС.КОНУС","ЦЭМ","Буканова Т.М.","--","--","Z"
"94374","13 янв. 2018 г., 22:40","T","FE","--","FE 2","Cr Steel","2","110","Типовая рекалиб. проба","--","Р12 535","--","--","--","--","--","--","Z"
"94375","13 янв. 2018 г., 23:00","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-126-2","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94376","13 янв. 2018 г., 23:36","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-126-3","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94377","14 янв. 2018 г., 0:24","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-1","ЭИ962","ТАБЛЕТКА","ЦЭМ","Ерина С.Н.","--","--","Z"
"94378","14 янв. 2018 г., 0:51","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-2","ЭИ962","ТАБЛЕТКА","ЦЭМ","Ерина С.Н.","--","--","Z"
"94379","14 янв. 2018 г., 0:54","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-126-4","ЭИ962","ТАБЛЕТКА","ЦЭМ","Ерина С.Н.","--","--","Z"
"94380","14 янв. 2018 г., 1:10","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-126-5","ЭИ962","ТАБЛЕТКА","ЦЭМ","Ерина С.Н.","--","--","Z"
"94381","14 янв. 2018 г., 1:11","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-3","ЭИ962","ТАБЛЕТКА","ЦЭМ","Ерина С.Н.","--","--","Z"
"94383","14 янв. 2018 г., 1:50","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-126-К","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94384","14 янв. 2018 г., 2:22","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-4","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94385","14 янв. 2018 г., 2:50","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-5","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94386","14 янв. 2018 г., 3:13","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-128-1","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
"94387","14 янв. 2018 г., 3:19","T","FE","--","FE 3","CrNi Steel","2","110","Типовая рекалиб. проба","--","2ФМ 4","--","--","--","--","--","--","Z"
"94388","14 янв. 2018 г., 3:28","P","FE","--","FE 2","Cr Steel","2","001","Routine Analysis","--","6-18-2-127-6","ЭИ962","УС.КОНУС","ЦЭМ","Ерина С.Н.","--","--","Z"
